configuration_id,arm,step,candidate_id,source_turn,additive_chars,cumulative_chars,scaled_gain,facts_available,domains_available
A3_l0.6_r0.0_k08,A3,4,48b41502-2e76-4bfd-9d96-be8af9312a55,84,5473,14934,0.9507111072540283,1,1
A3_l0.6_r0.0_k08,A3,5,70351c1e-c8bb-4a20-8925-559b39e0e936,110,4472,19406,0.9003570437431335,4,2
A3_l0.6_r0.0_k08,A3,6,bf01658f-8774-4025-bdc2-be46a5ac3a9c,52,3875,23281,0.7579639166593551,4,2
A3_l0.6_r0.0_k08,A3,7,31de80d9-8487-4f79-8cb9-23dc4b3574cc,106,4422,27703,0.6930320620536804,4,2
A3_l0.6_r0.0_k08,A3,8,e7f71945-a158-4c8c-9fe8-ec70a1657d39,36,3499,31202,0.6678484216332435,4,2
A3_l0.6_r0.0_k08,A3,9,4d41447d-9776-4ff5-baf3-c38c6974b982,2,364,31566,0.49203765392303467,4,2
A3_l0.6_r0.0_k08,A3,10,dd904725-094b-4f94-a8fc-ca18668ad246,113,358,31924,0.2645570635795593,7,3
A3_l0.6_r0.0_k16,A3,1,8be0f5af-b452-4acd-b3b6-2afef003e03d,114,768,819,1.1341364145278932,0,0
A3_l0.6_r0.0_k16,A3,2,62e64b84-bf8a-40ca-86b6-40981fa44b83,43,4217,5036,1.0021622240543366,0,0
A3_l0.6_r0.0_k16,A3,3,1ec94493-58ad-4f1a-96e5-caac118e854f,78,4170,9206,0.9043339848518371,0,0
A3_l0.6_r0.0_k16,A3,4,70351c1e-c8bb-4a20-8925-559b39e0e936,110,4472,13678,0.9003570437431335,3,1
A3_l0.6_r0.0_k16,A3,5,598a93b5-f9ba-49b9-abf1-9df4704204fd,27,3000,16678,0.8848796844482422,5,2
A3_l0.6_r0.0_k16,A3,6,b2dac773-3bfb-49f9-a07b-a4e51132c073,19,3901,20579,0.8441799938678741,6,2
A3_l0.6_r0.0_k16,A3,7,ceb66039-f037-40ff-82e9-95a7b11f951b,98,5429,26008,0.8394730299711227,6,2
A3_l0.6_r0.0_k16,A3,8,e3775be9-d8db-4286-8e1e-bd4ee9f57ff8,79,4998,31006,0.8280404716730118,7,3
A3_l0.6_r0.0_k16,A3,9,7307e832-370a-43ea-b25b-449f929de49e,115,597,31603,0.7556506156921386,8,4
A3_l0.6_r0.0_k16,A3,10,4d41447d-9776-4ff5-baf3-c38c6974b982,2,364,31967,0.49203765392303467,8,4
A3_l0.6_r0.5_k02,A3,1,4d41447d-9776-4ff5-baf3-c38c6974b982,2,364,415,0.05723832568684476,0,0
A3_l0.6_r0.5_k02,A3,2,8be0f5af-b452-4acd-b3b6-2afef003e03d,114,768,1183,0.019273987669478788,0,0
A3_l0.6_r0.5_k02,A3,3,e4286c8d-3430-43d1-9a53-15c87df89493,1,897,2080,0.016500136994949295,0,0
A3_l0.6_r0.5_k02,A3,4,35725a87-15ce-4373-8456-214188818afb,3,593,2673,0.01546966464407339,3,1
A3_l0.6_r0.5_k02,A3,5,217374b8-4b90-4b31-aa4c-d65066b26200,67,3070,5743,0.014321717026390525,3,1
A3_l0.6_r0.5_k02,A3,6,dd904725-094b-4f94-a8fc-ca18668ad246,113,358,6101,0.01398227528117854,4,1
A3_l0.6_r0.5_k02,A3,7,5c4446e4-fc4b-40f8-8b27-04cb33c7be57,112,417,6518,0.010929676387408032,5,1
A3_l0.6_r0.5_k02,A3,8,77a1d148-12da-4a70-874d-42e816497c9a,118,773,7291,0.008093848183835116,9,2
A3_l0.6_r0.5_k02,A3,9,7307e832-370a-43ea-b25b-449f929de49e,115,597,7888,0.006370355622939481,10,3
A3_l0.6_r0.5_k02,A3,10,62e64b84-bf8a-40ca-86b6-40981fa44b83,43,4217,12105,0.006192977090972294,10,3
A3_l0.6_r0.5_k02,A3,11,c134f401-afa1-43d1-9e80-6d5212904c99,54,4425,16530,0.005496661931080729,10,3
A3_l0.6_r0.5_k02,A3,12,cdf91933-b446-4536-a8e2-abc867cd0704,45,3527,20057,0.005335817743192912,10,3
A3_l0.6_r0.5_k02,A3,13,598a93b5-f9ba-49b9-abf1-9df4704204fd,27,3000,23057,0.00520116764490853,10,3
A3_l0.6_r0.5_k02,A3,14,48b41502-2e76-4bfd-9d96-be8af9312a55,84,5473,28530,0.004740638032878032,11,4
A3_l0.6_r0.5_k02,A3,15,2b5fee6a-cf47-4d91-9364-db40fb9a6ef6,20,3103,31633,0.004584009629320905,11,4
A3_l0.6_r0.5_k04,A3,1,4d41447d-9776-4ff5-baf3-c38c6974b982,2,364,415,0.05723832568684476,0,0
A3_l0.6_r0.5_k04,A3,2,7307e832-370a-43ea-b25b-449f929de49e,115,597,1012,0.030926720895041223,1,1
A3_l0.6_r0.5_k04,A3,3,77a1d148-12da-4a70-874d-42e816497c9a,118,773,1785,0.029674348221803308,5,2
A3_l0.6_r0.5_k04,A3,4,8be0f5af-b452-4acd-b3b6-2afef003e03d,114,768,2553,0.019273987669478788,5,2
A3_l0.6_r0.5_k04,A3,5,e4286c8d-3430-43d1-9a53-15c87df89493,1,897,3450,0.016500136994949295,5,2
A3_l0.6_r0.5_k04,A3,6,35725a87-15ce-4373-8456-214188818afb,3,593,4043,0.01546966464407339,8,3
A3_l0.6_r0.5_k04,A3,7,62e64b84-bf8a-40ca-86b6-40981fa44b83,43,4217,8260,0.015432497941844984,8,3
A3_l0.6_r0.5_k04,A3,8,dd904725-094b-4f94-a8fc-ca18668ad246,113,358,8618,0.01398227528117854,9,3
A3_l0.6_r0.5_k04,A3,9,5c4446e4-fc4b-40f8-8b27-04cb33c7be57,112,417,9035,0.010929676387408032,10,3
A3_l0.6_r0.5_k04,A3,10,c134f401-afa1-43d1-9e80-6d5212904c99,54,4425,13460,0.005496661931080729,10,3
A3_l0.6_r0.5_k04,A3,11,cdf91933-b446-4536-a8e2-abc867cd0704,45,3527,16987,0.005335817743192912,10,3
A3_l0.6_r0.5_k04,A3,12,598a93b5-f9ba-49b9-abf1-9df4704204fd,27,3000,19987,0.00520116764490853,10,3
A3_l0.6_r0.5_k04,A3,13,48b41502-2e76-4bfd-9d96-be8af9312a55,84,5473,25460,0.004740638032878032,11,4
A3_l0.6_r0.5_k04,A3,14,1ec94493-58ad-4f1a-96e5-caac118e854f,78,4170,29630,0.004712837062115806,11,4
A3_l0.6_r0.5_k04,A3,15,98015b9a-0576-4fc6-8584-df00a7a888af,4,1439,31069,0.0035709171992284318,11,4
A3_l0.6_r0.5_k08,A3,1,4d41447d-9776-4ff5-baf3-c38c6974b982,2,364,415,0.05723832568684476,0,0
A3_l0.6_r0.5_k08,A3,2,7307e832-370a-43ea-b25b-449f929de49e,115,597,1012,0.030926720895041223,1,1
A3_l0.6_r0.5_k08,A3,3,77a1d148-12da-4a70-874d-42e816497c9a,118,773,1785,0.029674348221803308,5,2
A3_l0.6_r0.5_k08,A3,4,8be0f5af-b452-4acd-b3b6-2afef003e03d,114,768,2553,0.019273987669478788,5,2
A3_l0.6_r0.5_k08,A3,5,e4286c8d-3430-43d1-9a53-15c87df89493,1,897,3450,0.016500136994949295,5,2
A3_l0.6_r0.5_k08,A3,6,35725a87-15ce-4373-8456-214188818afb,3,593,4043,0.01546966464407339,8,3
A3_l0.6_r0.5_k08,A3,7,803dc8e7-e49c-4953-9aa9-c87b7c0bd8dd,8,3520,7563,0.0147810545649574,10,3
A3_l0.6_r0.5_k08,A3,8,1ec94493-58ad-4f1a-96e5-caac118e854f,78,4170,11733,0.01400428125835347,10,3
A3_l0.6_r0.5_k08,A3,9,dd904725-094b-4f94-a8fc-ca18668ad246,113,358,12091,0.01398227528117854,10,3
A3_l0.6_r0.5_k08,A3,10,bf01658f-8774-4025-bdc2-be46a5ac3a9c,52,3875,15966,0.012176225369428736,10,3
A3_l0.6_r0.5_k08,A3,11,e7f71945-a158-4c8c-9fe8-ec70a1657d39,36,3499,19465,0.01129031171803893,10,3
A3_l0.6_r0.5_k08,A3,12,5c4446e4-fc4b-40f8-8b27-04cb33c7be57,112,417,19882,0.010929676387408032,10,3
A3_l0.6_r0.5_k08,A3,13,0cd1ea33-3191-48e9-ad90-fde1d44b21b5,42,4208,24090,0.010605160595404858,10,3
A3_l0.6_r0.5_k08,A3,14,62e64b84-bf8a-40ca-86b6-40981fa44b83,43,4217,28307,0.006192977090972294,10,3
A3_l0.6_r0.5_k08,A3,15,cdf91933-b446-4536-a8e2-abc867cd0704,45,3527,31834,0.005335817743192912,10,3
A3_l0.6_r0.5_k16,A3,1,4d41447d-9776-4ff5-baf3-c38c6974b982,2,364,415,0.05723832568684476,0,0
A3_l0.6_r0.5_k16,A3,2,7307e832-370a-43ea-b25b-449f929de49e,115,597,1012,0.030926720895041223,1,1
A3_l0.6_r0.5_k16,A3,3,77a1d148-12da-4a70-874d-42e816497c9a,118,773,1785,0.029674348221803308,5,2
A3_l0.6_r0.5_k16,A3,4,8be0f5af-b452-4acd-b3b6-2afef003e03d,114,768,2553,0.019273987669478788,5,2
A3_l0.6_r0.5_k16,A3,5,e4286c8d-3430-43d1-9a53-15c87df89493,1,897,3450,0.016500136994949295,5,2
A3_l0.6_r0.5_k16,A3,6,598a93b5-f9ba-49b9-abf1-9df4704204fd,27,3000,6450,0.01615561879501185,7,3
A3_l0.6_r0.5_k16,A3,7,35725a87-15ce-4373-8456-214188818afb,3,593,7043,0.01546966464407339,8,3
A3_l0.6_r0.5_k16,A3,8,cdf91933-b446-4536-a8e2-abc867cd0704,45,3527,10570,0.015438775115215304,8,3
A3_l0.6_r0.5_k16,A3,9,803dc8e7-e49c-4953-9aa9-c87b7c0bd8dd,8,3520,14090,0.0147810545649574,10,3
A3_l0.6_r0.5_k16,A3,10,217374b8-4b90-4b31-aa4c-d65066b26200,67,3070,17160,0.014321717026390525,10,3
A3_l0.6_r0.5_k16,A3,11,1ec94493-58ad-4f1a-96e5-caac118e854f,78,4170,21330,0.01400428125835347,10,3
A3_l0.6_r0.5_k16,A3,12,dd904725-094b-4f94-a8fc-ca18668ad246,113,358,21688,0.01398227528117854,10,3
A3_l0.6_r0.5_k16,A3,13,b2dac773-3bfb-49f9-a07b-a4e51132c073,19,3901,25589,0.013515965684675543,10,3
A3_l0.6_r0.5_k16,A3,14,db04e44b-c2ff-4654-b4d5-03c9a5a41ac3,22,3247,28836,0.01299696159695403,10,3
A3_l0.6_r0.5_k16,A3,15,34f5bb4c-c590-4d6c-8a11-7d4e2ed134a7,119,2778,31614,0.012149294346015948,10,3
A3_l0.6_r1.0_k02,A3,1,4d41447d-9776-4ff5-baf3-c38c6974b982,2,364,415,0.003000103444843502,0,0
A3_l0.6_r1.0_k02,A3,2,dd904725-094b-4f94-a8fc-ca18668ad246,113,358,773,0.0007389862111160875,3,1
A3_l0.6_r1.0_k02,A3,3,8be0f5af-b452-4acd-b3b6-2afef003e03d,114,768,1541,0.0006954901230831941,3,1
A3_l0.6_r1.0_k02,A3,4,35725a87-15ce-4373-8456-214188818afb,3,593,2134,0.0006352629870628627,4,1
A3_l0.6_r1.0_k02,A3,5,e4286c8d-3430-43d1-9a53-15c87df89493,1,897,3031,0.000550923538845917,4,1
A3_l0.6_r1.0_k02,A3,6,5c4446e4-fc4b-40f8-8b27-04cb33c7be57,112,417,3448,0.0005352285554369005,5,1
A3_l0.6_r1.0_k02,A3,7,77a1d148-12da-4a70-874d-42e816497c9a,118,773,4221,0.00029111548506427086,9,2
A3_l0.6_r1.0_k02,A3,8,7307e832-370a-43ea-b25b-449f929de49e,115,597,4818,0.0002607212993168152,10,3
A3_l0.6_r1.0_k02,A3,9,217374b8-4b90-4b31-aa4c-d65066b26200,67,3070,7888,0.00025847937851076406,10,3
A3_l0.6_r1.0_k02,A3,10,4c611a05-6ad0-434a-a188-1cdb941acf58,116,994,8882,0.00011001566286298111,11,3
A3_l0.6_r1.0_k02,A3,11,62e64b84-bf8a-40ca-86b6-40981fa44b83,43,4217,13099,9.536690160169233e-05,11,3
A3_l0.6_r1.0_k02,A3,12,598a93b5-f9ba-49b9-abf1-9df4704204fd,27,3000,16099,9.495989481608073e-05,11,3
A3_l0.6_r1.0_k02,A3,13,98015b9a-0576-4fc6-8584-df00a7a888af,4,1439,17538,9.413462202113233e-05,11,3
A3_l0.6_r1.0_k02,A3,14,cdf91933-b446-4536-a8e2-abc867cd0704,45,3527,21065,8.984589867393119e-05,11,3
A3_l0.6_r1.0_k02,A3,15,c134f401-afa1-43d1-9e80-6d5212904c99,54,4425,25490,8.263088215542378e-05,11,3
A3_l0.6_r1.0_k02,A3,16,2b5fee6a-cf47-4d91-9364-db40fb9a6ef6,20,3103,28593,8.22914345895249e-05,11,3
A3_l0.6_r1.0_k02,A3,17,0c23cfc6-9d76-4b21-a51b-ba4ae395c86a,102,3269,31862,6.595403457424552e-05,11,3
A3_l0.6_r1.0_k04,A3,1,4d41447d-9776-4ff5-baf3-c38c6974b982,2,364,415,0.003000103444843502,0,0
A3_l0.6_r1.0_k04,A3,2,7307e832-370a-43ea-b25b-449f929de49e,115,597,1012,0.0012657464249449558,1,1
A3_l0.6_r1.0_k04,A3,3,77a1d148-12da-4a70-874d-42e816497c9a,118,773,1785,0.0010673121215455128,5,2
A3_l0.6_r1.0_k04,A3,4,dd904725-094b-4f94-a8fc-ca18668ad246,113,358,2143,0.0007389862111160875,8,3
A3_l0.6_r1.0_k04,A3,5,8be0f5af-b452-4acd-b3b6-2afef003e03d,114,768,2911,0.0006954901230831941,8,3
A3_l0.6_r1.0_k04,A3,6,35725a87-15ce-4373-8456-214188818afb,3,593,3504,0.0006352629870628627,9,3
A3_l0.6_r1.0_k04,A3,7,e4286c8d-3430-43d1-9a53-15c87df89493,1,897,4401,0.000550923538845917,9,3
A3_l0.6_r1.0_k04,A3,8,5c4446e4-fc4b-40f8-8b27-04cb33c7be57,112,417,4818,0.0005352285554369005,10,3
A3_l0.6_r1.0_k04,A3,9,803dc8e7-e49c-4953-9aa9-c87b7c0bd8dd,8,3520,8338,0.0002491346238688989,10,3
A3_l0.6_r1.0_k04,A3,10,4c611a05-6ad0-434a-a188-1cdb941acf58,116,994,9332,0.00011001566286298111,11,3
A3_l0.6_r1.0_k04,A3,11,62e64b84-bf8a-40ca-86b6-40981fa44b83,43,4217,13549,9.536690160169233e-05,11,3
A3_l0.6_r1.0_k04,A3,12,598a93b5-f9ba-49b9-abf1-9df4704204fd,27,3000,16549,9.495989481608073e-05,11,3
A3_l0.6_r1.0_k04,A3,13,98015b9a-0576-4fc6-8584-df00a7a888af,4,1439,17988,9.413462202113233e-05,11,3
A3_l0.6_r1.0_k04,A3,14,cdf91933-b446-4536-a8e2-abc867cd0704,45,3527,21515,8.984589867393119e-05,11,3
A3_l0.6_r1.0_k04,A3,15,c134f401-afa1-43d1-9e80-6d5212904c99,54,4425,25940,8.263088215542378e-05,11,3
A3_l0.6_r1.0_k04,A3,16,2b5fee6a-cf47-4d91-9364-db40fb9a6ef6,20,3103,29043,8.22914345895249e-05,11,3
A3_l0.6_r1.0_k04,A3,17,9b4d93e7-e56a-4c38-90d2-d3dcf218be16,12,2356,31399,4.962122096270576e-05,11,3
A3_l0.6_r1.0_k08,A3,1,4d41447d-9776-4ff5-baf3-c38c6974b982,2,364,415,0.003000103444843502,0,0
A3_l0.6_r1.0_k08,A3,2,7307e832-370a-43ea-b25b-449f929de49e,115,597,1012,0.0012657464249449558,1,1
A3_l0.6_r1.0_k08,A3,3,77a1d148-12da-4a70-874d-42e816497c9a,118,773,1785,0.0010673121215455128,5,2
A3_l0.6_r1.0_k08,A3,4,dd904725-094b-4f94-a8fc-ca18668ad246,113,358,2143,0.0007389862111160875,8,3
A3_l0.6_r1.0_k08,A3,5,8be0f5af-b452-4acd-b3b6-2afef003e03d,114,768,2911,0.0006954901230831941,8,3
A3_l0.6_r1.0_k08,A3,6,35725a87-15ce-4373-8456-214188818afb,3,593,3504,0.0006352629870628627,9,3
A3_l0.6_r1.0_k08,A3,7,e4286c8d-3430-43d1-9a53-15c87df89493,1,897,4401,0.000550923538845917,9,3
A3_l0.6_r1.0_k08,A3,8,5c4446e4-fc4b-40f8-8b27-04cb33c7be57,112,417,4818,0.0005352285554369005,10,3
A3_l0.6_r1.0_k08,A3,9,803dc8e7-e49c-4953-9aa9-c87b7c0bd8dd,8,3520,8338,0.0002491346238688989,10,3
A3_l0.6_r1.0_k08,A3,10,1ec94493-58ad-4f1a-96e5-caac118e854f,78,4170,12508,0.0002168666630340137,10,3
A3_l0.6_r1.0_k08,A3,11,bf01658f-8774-4025-bdc2-be46a5ac3a9c,52,3875,16383,0.00019560359139596261,10,3
A3_l0.6_r1.0_k08,A3,12,e7f71945-a158-4c8c-9fe8-ec70a1657d39,36,3499,19882,0.00019086836857194728,10,3
A3_l0.6_r1.0_k08,A3,13,0cd1ea33-3191-48e9-ad90-fde1d44b21b5,42,4208,24090,0.00016348555422044525,10,3
A3_l0.6_r1.0_k08,A3,14,4c611a05-6ad0-434a-a188-1cdb941acf58,116,994,25084,0.00011001566286298111,11,3
A3_l0.6_r1.0_k08,A3,15,62e64b84-bf8a-40ca-86b6-40981fa44b83,43,4217,29301,9.536690160169233e-05,11,3
A3_l0.6_r1.0_k08,A3,16,98015b9a-0576-4fc6-8584-df00a7a888af,4,1439,30740,9.413462202113233e-05,11,3
A3_l0.6_r1.0_k16,A3,1,4d41447d-9776-4ff5-baf3-c38c6974b982,2,364,415,0.003000103444843502,0,0
A3_l0.6_r1.0_k16,A3,2,7307e832-370a-43ea-b25b-449f929de49e,115,597,1012,0.0012657464249449558,1,1
A3_l0.6_r1.0_k16,A3,3,77a1d148-12da-4a70-874d-42e816497c9a,118,773,1785,0.0010673121215455128,5,2
A3_l0.6_r1.0_k16,A3,4,dd904725-094b-4f94-a8fc-ca18668ad246,113,358,2143,0.0007389862111160875,8,3
A3_l0.6_r1.0_k16,A3,5,8be0f5af-b452-4acd-b3b6-2afef003e03d,114,768,2911,0.0006954901230831941,8,3
A3_l0.6_r1.0_k16,A3,6,35725a87-15ce-4373-8456-214188818afb,3,593,3504,0.0006352629870628627,9,3
A3_l0.6_r1.0_k16,A3,7,e4286c8d-3430-43d1-9a53-15c87df89493,1,897,4401,0.000550923538845917,9,3
A3_l0.6_r1.0_k16,A3,8,5c4446e4-fc4b-40f8-8b27-04cb33c7be57,112,417,4818,0.0005352285554369005,10,3
A3_l0.6_r1.0_k16,A3,9,598a93b5-f9ba-49b9-abf1-9df4704204fd,27,3000,7818,0.00029495989481608074,10,3
A3_l0.6_r1.0_k16,A3,10,cdf91933-b446-4536-a8e2-abc867cd0704,45,3527,11345,0.00025996214477543386,10,3
A3_l0.6_r1.0_k16,A3,11,217374b8-4b90-4b31-aa4c-d65066b26200,67,3070,14415,0.00025847937851076406,10,3
A3_l0.6_r1.0_k16,A3,12,803dc8e7-e49c-4953-9aa9-c87b7c0bd8dd,8,3520,17935,0.0002491346238688989,10,3
A3_l0.6_r1.0_k16,A3,13,de647c60-87ff-4102-9996-697b5d38ac99,14,2854,20789,0.00024047565934285468,10,3
A3_l0.6_r1.0_k16,A3,14,34f5bb4c-c590-4d6c-8a11-7d4e2ed134a7,119,2778,23567,0.00023050743247039716,10,3
A3_l0.6_r1.0_k16,A3,15,1ec94493-58ad-4f1a-96e5-caac118e854f,78,4170,27737,0.0002168666630340137,10,3
A3_l0.6_r1.0_k16,A3,16,b2dac773-3bfb-49f9-a07b-a4e51132c073,19,3901,31638,0.00021640092126836046,10,3
A3_l0.7_r0.0_k02,A3,1,8be0f5af-b452-4acd-b3b6-2afef003e03d,114,768,819,1.234136414527893,0,0
A3_l0.7_r0.0_k02,A3,2,1ec94493-58ad-4f1a-96e5-caac118e854f,78,4170,4989,1.0043339848518371,0,0
A3_l0.7_r0.0_k02,A3,3,e4286c8d-3430-43d1-9a53-15c87df89493,1,897,5886,0.4941784143447876,0,0
A3_l0.7_r0.0_k02,A3,4,4d41447d-9776-4ff5-baf3-c38c6974b982,2,364,6250,0.49203765392303467,0,0
A3_l0.7_r0.0_k02,A3,5,62e64b84-bf8a-40ca-86b6-40981fa44b83,43,4217,10467,0.40216222405433655,0,0
A3_l0.7_r0.0_k02,A3,6,35725a87-15ce-4373-8456-214188818afb,3,593,11060,0.3767109513282776,3,1
A3_l0.7_r0.0_k02,A3,7,c134f401-afa1-43d1-9e80-6d5212904c99,54,4425,15485,0.36564165353775024,3,1
A3_l0.7_r0.0_k02,A3,8,48b41502-2e76-4bfd-9d96-be8af9312a55,84,5473,20958,0.3507111072540283,4,2
A3_l0.7_r0.0_k02,A3,9,cdf91933-b446-4536-a8e2-abc867cd0704,45,3527,24485,0.3168864846229553,4,2
A3_l0.7_r0.0_k02,A3,10,70351c1e-c8bb-4a20-8925-559b39e0e936,110,4472,28957,0.30035704374313354,7,3
A3_l0.7_r0.0_k02,A3,11,598a93b5-f9ba-49b9-abf1-9df4704204fd,27,3000,31957,0.2848796844482422,7,3
A3_l0.7_r0.0_k04,A3,1,8be0f5af-b452-4acd-b3b6-2afef003e03d,114,768,819,1.234136414527893,0,0
A3_l0.7_r0.0_k04,A3,2,62e64b84-bf8a-40ca-86b6-40981fa44b83,43,4217,5036,1.1021622240543365,0,0
A3_l0.7_r0.0_k04,A3,3,c134f401-afa1-43d1-9e80-6d5212904c99,54,4425,9461,1.0656416535377502,0,0
A3_l0.7_r0.0_k04,A3,4,ceb66039-f037-40ff-82e9-95a7b11f951b,98,5429,14890,0.9394730299711227,0,0
A3_l0.7_r0.0_k04,A3,5,e4286c8d-3430-43d1-9a53-15c87df89493,1,897,15787,0.4941784143447876,0,0
A3_l0.7_r0.0_k04,A3,6,4d41447d-9776-4ff5-baf3-c38c6974b982,2,364,16151,0.49203765392303467,0,0
A3_l0.7_r0.0_k04,A3,7,35725a87-15ce-4373-8456-214188818afb,3,593,16744,0.3767109513282776,3,1
A3_l0.7_r0.0_k04,A3,8,48b41502-2e76-4bfd-9d96-be8af9312a55,84,5473,22217,0.3507111072540283,4,2
A3_l0.7_r0.0_k04,A3,9,cdf91933-b446-4536-a8e2-abc867cd0704,45,3527,25744,0.3168864846229553,4,2
A3_l0.7_r0.0_k04,A3,10,1ec94493-58ad-4f1a-96e5-caac118e854f,78,4170,29914,0.30433398485183716,4,2
A3_l0.7_r0.0_k04,A3,11,dd904725-094b-4f94-a8fc-ca18668ad246,113,358,30272,0.2645570635795593,5,2
A3_l0.7_r0.0_k04,A3,12,77a1d148-12da-4a70-874d-42e816497c9a,118,773,31045,0.2250322699546814,9,3
A3_l0.7_r0.0_k04,A3,13,5c4446e4-fc4b-40f8-8b27-04cb33c7be57,112,417,31462,0.2231903076171875,10,3
A3_l0.7_r0.0_k08,A3,1,8be0f5af-b452-4acd-b3b6-2afef003e03d,114,768,819,1.234136414527893,0,0
A3_l0.7_r0.0_k08,A3,2,62e64b84-bf8a-40ca-86b6-40981fa44b83,43,4217,5036,1.1021622240543365,0,0
A3_l0.7_r0.0_k08,A3,3,c134f401-afa1-43d1-9e80-6d5212904c99,54,4425,9461,1.0656416535377502,0,0
A3_l0.7_r0.0_k08,A3,4,48b41502-2e76-4bfd-9d96-be8af9312a55,84,5473,14934,1.0507111072540283,1,1
A3_l0.7_r0.0_k08,A3,5,70351c1e-c8bb-4a20-8925-559b39e0e936,110,4472,19406,1.0003570437431335,4,2
A3_l0.7_r0.0_k08,A3,6,bf01658f-8774-4025-bdc2-be46a5ac3a9c,52,3875,23281,0.8579639166593551,4,2
A3_l0.7_r0.0_k08,A3,7,31de80d9-8487-4f79-8cb9-23dc4b3574cc,106,4422,27703,0.7930320620536804,4,2
A3_l0.7_r0.0_k08,A3,8,e7f71945-a158-4c8c-9fe8-ec70a1657d39,36,3499,31202,0.7678484216332435,4,2
A3_l0.7_r0.0_k08,A3,9,4d41447d-9776-4ff5-baf3-c38c6974b982,2,364,31566,0.49203765392303467,4,2
A3_l0.7_r0.0_k08,A3,10,dd904725-094b-4f94-a8fc-ca18668ad246,113,358,31924,0.2645570635795593,7,3
A3_l0.7_r0.0_k16,A3,1,8be0f5af-b452-4acd-b3b6-2afef003e03d,114,768,819,1.234136414527893,0,0
A3_l0.7_r0.0_k16,A3,2,62e64b84-bf8a-40ca-86b6-40981fa44b83,43,4217,5036,1.1021622240543365,0,0
A3_l0.7_r0.0_k16,A3,3,1ec94493-58ad-4f1a-96e5-caac118e854f,78,4170,9206,1.0043339848518371,0,0
A3_l0.7_r0.0_k16,A3,4,70351c1e-c8bb-4a20-8925-559b39e0e936,110,4472,13678,1.0003570437431335,3,1
A3_l0.7_r0.0_k16,A3,5,598a93b5-f9ba-49b9-abf1-9df4704204fd,27,3000,16678,0.9848796844482421,5,2
A3_l0.7_r0.0_k16,A3,6,b2dac773-3bfb-49f9-a07b-a4e51132c073,19,3901,20579,0.9441799938678741,6,2
A3_l0.7_r0.0_k16,A3,7,ceb66039-f037-40ff-82e9-95a7b11f951b,98,5429,26008,0.9394730299711227,6,2
A3_l0.7_r0.0_k16,A3,8,e3775be9-d8db-4286-8e1e-bd4ee9f57ff8,79,4998,31006,0.9280404716730117,7,3
A3_l0.7_r0.0_k16,A3,9,7307e832-370a-43ea-b25b-449f929de49e,115,597,31603,0.8556506156921386,8,4
A3_l0.7_r0.0_k16,A3,10,4d41447d-9776-4ff5-baf3-c38c6974b982,2,364,31967,0.49203765392303467,8,4
A3_l0.7_r0.5_k02,A3,1,4d41447d-9776-4ff5-baf3-c38c6974b982,2,364,415,0.06247974987045435,0,0
A3_l0.7_r0.5_k02,A3,2,8be0f5af-b452-4acd-b3b6-2afef003e03d,114,768,1183,0.019273987669478788,0,0
A3_l0.7_r0.5_k02,A3,3,e4286c8d-3430-43d1-9a53-15c87df89493,1,897,2080,0.016500136994949295,0,0
A3_l0.7_r0.5_k02,A3,4,217374b8-4b90-4b31-aa4c-d65066b26200,67,3070,5150,0.01612652421560161,0,0
A3_l0.7_r0.5_k02,A3,5,35725a87-15ce-4373-8456-214188818afb,3,593,5743,0.01546966464407339,3,1
A3_l0.7_r0.5_k02,A3,6,dd904725-094b-4f94-a8fc-ca18668ad246,113,358,6101,0.01398227528117854,4,1
A3_l0.7_r0.5_k02,A3,7,5c4446e4-fc4b-40f8-8b27-04cb33c7be57,112,417,6518,0.010929676387408032,5,1
A3_l0.7_r0.5_k02,A3,8,77a1d148-12da-4a70-874d-42e816497c9a,118,773,7291,0.008093848183835116,9,2
A3_l0.7_r0.5_k02,A3,9,7307e832-370a-43ea-b25b-449f929de49e,115,597,7888,0.006370355622939481,10,3
A3_l0.7_r0.5_k02,A3,10,62e64b84-bf8a-40ca-86b6-40981fa44b83,43,4217,12105,0.006192977090972294,10,3
A3_l0.7_r0.5_k02,A3,11,c134f401-afa1-43d1-9e80-6d5212904c99,54,4425,16530,0.005496661931080729,10,3
A3_l0.7_r0.5_k02,A3,12,cdf91933-b446-4536-a8e2-abc867cd0704,45,3527,20057,0.005335817743192912,10,3
A3_l0.7_r0.5_k02,A3,13,598a93b5-f9ba-49b9-abf1-9df4704204fd,27,3000,23057,0.00520116764490853,10,3
A3_l0.7_r0.5_k02,A3,14,48b41502-2e76-4bfd-9d96-be8af9312a55,84,5473,28530,0.004740638032878032,11,4
A3_l0.7_r0.5_k02,A3,15,2b5fee6a-cf47-4d91-9364-db40fb9a6ef6,20,3103,31633,0.004584009629320905,11,4
A3_l0.7_r0.5_k04,A3,1,4d41447d-9776-4ff5-baf3-c38c6974b982,2,364,415,0.06247974987045435,0,0
A3_l0.7_r0.5_k04,A3,2,7307e832-370a-43ea-b25b-449f929de49e,115,597,1012,0.03501944844039151,1,1
A3_l0.7_r0.5_k04,A3,3,77a1d148-12da-4a70-874d-42e816497c9a,118,773,1785,0.03327109822813134,5,2
